instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_indonesia,weather_indonesia,month_indonesia
14303,2012-08-24,Fall,2012,8,3,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.73,0.0,2,6,8,Musim Gugur,Cerah,Agustus
14304,2012-08-24,Fall,2012,8,4,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.6061,0.73,0.0,2,6,8,Musim Gugur,Berawan/Berkabut,Agustus
14305,2012-08-24,Fall,2012,8,5,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.5909,0.78,0.0,1,37,38,Musim Gugur,Cerah,Agustus
14306,2012-08-24,Fall,2012,8,6,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.5758,0.83,0.0,9,142,151,Musim Gugur,Berawan/Berkabut,Agustus
14307,2012-08-24,Fall,2012,8,7,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.5909,0.78,0.0,13,412,425,Musim Gugur,Berawan/Berkabut,Agustus
14308,2012-08-24,Fall,2012,8,8,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.74,0.0,41,703,744,Musim Gugur,Berawan/Berkabut,Agustus
14309,2012-08-24,Fall,2012,8,9,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.6667,0.58,0.0,58,331,389,Musim Gugur,Berawan/Berkabut,Agustus
14310,2012-08-24,Fall,2012,8,10,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.76,0.6818,0.48,0.0,78,184,262,Musim Gugur,Berawan/Berkabut,Agustus
14311,2012-08-24,Fall,2012,8,11,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.76,0.6818,0.48,0.1045,69,212,281,Musim Gugur,Berawan/Berkabut,Agustus
14312,2012-08-24,Fall,2012,8,12,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.76,0.6818,0.45,0.0896,95,276,371,Musim Gugur,Berawan/Berkabut,Agustus
14313,2012-08-24,Fall,2012,8,13,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.8,0.7121,0.41,0.1045,79,272,351,Musim Gugur,Berawan/Berkabut,Agustus
14314,2012-08-24,Fall,2012,8,14,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.78,0.697,0.43,0.1045,109,229,338,Musim Gugur,Cerah,Agustus
14315,2012-08-24,Fall,2012,8,15,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.76,0.6818,0.48,0.1343,99,251,350,Musim Gugur,Berawan/Berkabut,Agustus
14316,2012-08-24,Fall,2012,8,16,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.76,0.6818,0.48,0.1343,101,414,515,Musim Gugur,Berawan/Berkabut,Agustus
14317,2012-08-24,Fall,2012,8,17,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.74,0.6667,0.51,0.2239,117,695,812,Musim Gugur,Berawan/Berkabut,Agustus
14318,2012-08-24,Fall,2012,8,18,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.6818,0.62,0.194,109,627,736,Musim Gugur,Berawan/Berkabut,Agustus
14319,2012-08-24,Fall,2012,8,19,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.6667,0.58,0.1642,106,430,536,Musim Gugur,Berawan/Berkabut,Agustus
14320,2012-08-24,Fall,2012,8,20,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.7,0.6515,0.65,0.2239,66,297,363,Musim Gugur,Berawan/Berkabut,Agustus
14321,2012-08-24,Fall,2012,8,21,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.7,0.6515,0.61,0.1642,58,248,306,Musim Gugur,Berawan/Berkabut,Agustus
14322,2012-08-24,Fall,2012,8,22,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.7,0.6515,0.61,0.0,42,209,251,Musim Gugur,Berawan/Berkabut,Agustus
14323,2012-08-24,Fall,2012,8,23,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.68,0.6364,0.69,0.0896,38,140,178,Musim Gugur,Berawan/Berkabut,Agustus
14324,2012-08-25,Fall,2012,8,0,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.7,0.6515,0.61,0.0,21,114,135,Musim Gugur,Berawan/Berkabut,Agustus
14325,2012-08-25,Fall,2012,8,1,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.68,0.6364,0.69,0.0,15,100,115,Musim Gugur,Berawan/Berkabut,Agustus
14326,2012-08-25,Fall,2012,8,2,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.74,0.0896,18,61,79,Musim Gugur,Berawan/Berkabut,Agustus
14327,2012-08-25,Fall,2012,8,3,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.69,0.0896,7,31,38,Musim Gugur,Cerah,Agustus
14328,2012-08-25,Fall,2012,8,4,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.69,0.1045,3,9,12,Musim Gugur,Berawan/Berkabut,Agustus
14329,2012-08-25,Fall,2012,8,5,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.6061,0.73,0.1642,4,10,14,Musim Gugur,Berawan/Berkabut,Agustus
14330,2012-08-25,Fall,2012,8,6,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.5909,0.78,0.1642,5,25,30,Musim Gugur,Berawan/Berkabut,Agustus
14331,2012-08-25,Fall,2012,8,7,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.5909,0.78,0.194,14,88,102,Musim Gugur,Berawan/Berkabut,Agustus
14332,2012-08-25,Fall,2012,8,8,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.74,0.2537,29,133,162,Musim Gugur,Berawan/Berkabut,Agustus
14333,2012-08-25,Fall,2012,8,9,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.68,0.6364,0.69,0.2836,60,228,288,Musim Gugur,Berawan/Berkabut,Agustus
14334,2012-08-25,Fall,2012,8,10,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.7,0.6515,0.65,0.2985,148,294,442,Musim Gugur,Berawan/Berkabut,Agustus
14335,2012-08-25,Fall,2012,8,11,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.6818,0.62,0.2836,143,314,457,Musim Gugur,Berawan/Berkabut,Agustus
14336,2012-08-25,Fall,2012,8,12,0,6,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.72,0.6667,0.54,0.3881,217,367,584,Musim Gugur,Hujan Ringan/Salju,Agustus
14337,2012-08-25,Fall,2012,8,13,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.72,0.6667,0.51,0.3582,186,331,517,Musim Gugur,Berawan/Berkabut,Agustus
14338,2012-08-25,Fall,2012,8,14,0,6,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.66,0.6212,0.65,0.2537,150,332,482,Musim Gugur,Hujan Ringan/Salju,Agustus
14339,2012-08-25,Fall,2012,8,15,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.6061,0.73,0.3284,79,154,233,Musim Gugur,Berawan/Berkabut,Agustus
14340,2012-08-25,Fall,2012,8,16,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.74,0.2985,174,260,434,Musim Gugur,Berawan/Berkabut,Agustus
14341,2012-08-25,Fall,2012,8,17,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.74,0.3284,132,271,403,Musim Gugur,Berawan/Berkabut,Agustus
14342,2012-08-25,Fall,2012,8,18,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.69,0.4627,122,261,383,Musim Gugur,Berawan/Berkabut,Agustus
14343,2012-08-25,Fall,2012,8,19,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.5909,0.78,0.2985,97,257,354,Musim Gugur,Berawan/Berkabut,Agustus
14344,2012-08-25,Fall,2012,8,20,0,6,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.62,0.5758,0.83,0.2537,65,176,241,Musim Gugur,Hujan Ringan/Salju,Agustus
14345,2012-08-25,Fall,2012,8,21,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.62,0.5758,0.83,0.3582,60,148,208,Musim Gugur,Cerah,Agustus
14346,2012-08-25,Fall,2012,8,22,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.62,0.5758,0.83,0.3582,46,136,182,Musim Gugur,Cerah,Agustus
14347,2012-08-25,Fall,2012,8,23,0,6,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.5758,0.83,0.2537,34,124,158,Musim Gugur,Berawan/Berkabut,Agustus
14348,2012-08-26,Fall,2012,8,0,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.89,0.2537,23,111,134,Musim Gugur,Cerah,Agustus
14349,2012-08-26,Fall,2012,8,1,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.89,0.194,18,116,134,Musim Gugur,Cerah,Agustus
14350,2012-08-26,Fall,2012,8,2,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.5758,0.89,0.2239,12,104,116,Musim Gugur,Berawan/Berkabut,Agustus
14351,2012-08-26,Fall,2012,8,3,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.5758,0.89,0.2537,11,42,53,Musim Gugur,Berawan/Berkabut,Agustus
14352,2012-08-26,Fall,2012,8,4,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.5758,0.89,0.194,5,11,16,Musim Gugur,Berawan/Berkabut,Agustus
14353,2012-08-26,Fall,2012,8,5,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.89,0.194,3,13,16,Musim Gugur,Cerah,Agustus
14354,2012-08-26,Fall,2012,8,6,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.62,0.5606,0.88,0.2985,5,16,21,Musim Gugur,Cerah,Agustus
14355,2012-08-26,Fall,2012,8,7,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.89,0.194,11,23,34,Musim Gugur,Cerah,Agustus
14356,2012-08-26,Fall,2012,8,8,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.79,0.2836,21,112,133,Musim Gugur,Cerah,Agustus
14357,2012-08-26,Fall,2012,8,9,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.79,0.2537,67,196,263,Musim Gugur,Cerah,Agustus
14358,2012-08-26,Fall,2012,8,10,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.697,0.66,0.3881,127,258,385,Musim Gugur,Cerah,Agustus
14359,2012-08-26,Fall,2012,8,11,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.697,0.66,0.3582,150,332,482,Musim Gugur,Cerah,Agustus
14360,2012-08-26,Fall,2012,8,12,0,0,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.72,0.697,0.74,0.3582,225,401,626,Musim Gugur,Hujan Ringan/Salju,Agustus
14361,2012-08-26,Fall,2012,8,13,0,0,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.66,0.6061,0.78,0.4179,166,375,541,Musim Gugur,Hujan Ringan/Salju,Agustus
14362,2012-08-26,Fall,2012,8,14,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.89,0.1045,125,252,377,Musim Gugur,Cerah,Agustus
14363,2012-08-26,Fall,2012,8,15,0,0,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.64,0.5758,0.89,0.2836,132,259,391,Musim Gugur,Hujan Ringan/Salju,Agustus
14364,2012-08-26,Fall,2012,8,16,0,0,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.64,0.5758,0.89,0.2836,57,116,173,Musim Gugur,Hujan Ringan/Salju,Agustus
14365,2012-08-26,Fall,2012,8,17,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.89,0.2239,61,172,233,Musim Gugur,Cerah,Agustus
14366,2012-08-26,Fall,2012,8,18,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.5758,0.89,0.0896,77,187,264,Musim Gugur,Berawan/Berkabut,Agustus
14367,2012-08-26,Fall,2012,8,19,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.5758,0.89,0.1642,80,212,292,Musim Gugur,Berawan/Berkabut,Agustus
14368,2012-08-26,Fall,2012,8,20,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.89,0.1642,40,171,211,Musim Gugur,Cerah,Agustus
14369,2012-08-26,Fall,2012,8,21,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.83,0.1343,26,140,166,Musim Gugur,Cerah,Agustus
14370,2012-08-26,Fall,2012,8,22,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.62,0.5606,0.88,0.0896,20,94,114,Musim Gugur,Cerah,Agustus
14371,2012-08-26,Fall,2012,8,23,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.62,0.5758,0.83,0.0896,21,59,80,Musim Gugur,Cerah,Agustus
14372,2012-08-27,Fall,2012,8,0,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5758,0.83,0.0,4,28,32,Musim Gugur,Cerah,Agustus
14373,2012-08-27,Fall,2012,8,1,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5606,0.88,0.0896,3,4,7,Musim Gugur,Cerah,Agustus
14374,2012-08-27,Fall,2012,8,2,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5606,0.88,0.1343,0,8,8,Musim Gugur,Cerah,Agustus
14375,2012-08-27,Fall,2012,8,3,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5606,0.88,0.0896,1,3,4,Musim Gugur,Cerah,Agustus
14376,2012-08-27,Fall,2012,8,4,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5758,0.83,0.0,1,11,12,Musim Gugur,Cerah,Agustus
14377,2012-08-27,Fall,2012,8,5,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5606,0.88,0.0,4,32,36,Musim Gugur,Cerah,Agustus
14378,2012-08-27,Fall,2012,8,6,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5606,0.88,0.0,4,141,145,Musim Gugur,Cerah,Agustus
14379,2012-08-27,Fall,2012,8,7,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.83,0.0,15,418,433,Musim Gugur,Cerah,Agustus
14380,2012-08-27,Fall,2012,8,8,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.83,0.0896,29,670,699,Musim Gugur,Cerah,Agustus
14381,2012-08-27,Fall,2012,8,9,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.83,0.1045,40,302,342,Musim Gugur,Cerah,Agustus
14382,2012-08-27,Fall,2012,8,10,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.697,0.74,0.1343,63,143,206,Musim Gugur,Cerah,Agustus
14383,2012-08-27,Fall,2012,8,11,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.697,0.66,0.194,47,182,229,Musim Gugur,Cerah,Agustus
14384,2012-08-27,Fall,2012,8,12,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.7121,0.62,0.0,69,214,283,Musim Gugur,Cerah,Agustus
14385,2012-08-27,Fall,2012,8,13,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.7121,0.57,0.1642,77,211,288,Musim Gugur,Cerah,Agustus
14386,2012-08-27,Fall,2012,8,14,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.8,0.7424,0.49,0.0896,66,180,246,Musim Gugur,Cerah,Agustus
14387,2012-08-27,Fall,2012,8,15,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.8,0.7576,0.55,0.2985,77,205,282,Musim Gugur,Cerah,Agustus
14388,2012-08-27,Fall,2012,8,16,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.8,0.7576,0.55,0.2537,77,367,444,Musim Gugur,Cerah,Agustus
14389,2012-08-27,Fall,2012,8,17,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.8,0.7273,0.46,0.2239,101,744,845,Musim Gugur,Cerah,Agustus
14390,2012-08-27,Fall,2012,8,18,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.78,0.7121,0.52,0.2537,83,751,834,Musim Gugur,Cerah,Agustus
14391,2012-08-27,Fall,2012,8,19,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.697,0.7,0.2239,74,499,573,Musim Gugur,Cerah,Agustus
14392,2012-08-27,Fall,2012,8,20,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.697,0.7,0.194,50,366,416,Musim Gugur,Cerah,Agustus
14393,2012-08-27,Fall,2012,8,21,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.697,0.74,0.194,39,239,278,Musim Gugur,Cerah,Agustus
14394,2012-08-27,Fall,2012,8,22,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6667,0.84,0.194,30,131,161,Musim Gugur,Cerah,Agustus
14395,2012-08-27,Fall,2012,8,23,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6667,0.84,0.1642,35,79,114,Musim Gugur,Cerah,Agustus
14396,2012-08-28,Fall,2012,8,0,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6667,0.84,0.2537,9,29,38,Musim Gugur,Cerah,Agustus
14397,2012-08-28,Fall,2012,8,1,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.89,0.194,4,17,21,Musim Gugur,Cerah,Agustus
14398,2012-08-28,Fall,2012,8,2,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.83,0.2537,2,13,15,Musim Gugur,Cerah,Agustus
14399,2012-08-28,Fall,2012,8,3,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.5909,0.89,0.1343,0,4,4,Musim Gugur,Cerah,Agustus
14400,2012-08-28,Fall,2012,8,4,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6061,0.83,0.1343,2,6,8,Musim Gugur,Cerah,Agustus
14401,2012-08-28,Fall,2012,8,5,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6061,0.83,0.0896,3,39,42,Musim Gugur,Berawan/Berkabut,Agustus
14402,2012-08-28,Fall,2012,8,6,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.5909,0.89,0.1045,3,144,147,Musim Gugur,Berawan/Berkabut,Agustus
14403,2012-08-28,Fall,2012,8,7,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6061,0.83,0.1045,14,255,269,Musim Gugur,Berawan/Berkabut,Agustus
14404,2012-08-28,Fall,2012,8,8,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.85,0.1045,25,668,693,Musim Gugur,Berawan/Berkabut,Agustus
14405,2012-08-28,Fall,2012,8,9,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.7,0.6667,0.79,0.1642,44,351,395,Musim Gugur,Berawan/Berkabut,Agustus
14406,2012-08-28,Fall,2012,8,10,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.6818,0.62,0.2537,39,165,204,Musim Gugur,Cerah,Agustus
14407,2012-08-28,Fall,2012,8,11,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.78,0.7273,0.55,0.2537,47,171,218,Musim Gugur,Cerah,Agustus
14408,2012-08-28,Fall,2012,8,12,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.8,0.7424,0.49,0.2836,56,241,297,Musim Gugur,Cerah,Agustus
14409,2012-08-28,Fall,2012,8,13,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.82,0.7424,0.43,0.2985,56,232,288,Musim Gugur,Cerah,Agustus
14410,2012-08-28,Fall,2012,8,14,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.84,0.7424,0.38,0.3284,72,179,251,Musim Gugur,Cerah,Agustus
14411,2012-08-28,Fall,2012,8,15,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.82,0.7273,0.34,0.2985,59,258,317,Musim Gugur,Cerah,Agustus
14412,2012-08-28,Fall,2012,8,16,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.82,0.7121,0.33,0.3284,84,396,480,Musim Gugur,Cerah,Agustus
14413,2012-08-28,Fall,2012,8,17,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.8,0.697,0.35,0.3881,90,774,864,Musim Gugur,Cerah,Agustus
14414,2012-08-28,Fall,2012,8,18,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.78,0.697,0.4,0.2537,82,736,818,Musim Gugur,Cerah,Agustus
14415,2012-08-28,Fall,2012,8,19,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.45,0.1642,82,515,597,Musim Gugur,Cerah,Agustus
14416,2012-08-28,Fall,2012,8,20,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.48,0.1045,87,348,435,Musim Gugur,Cerah,Agustus
14417,2012-08-28,Fall,2012,8,21,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.48,0.0896,38,276,314,Musim Gugur,Cerah,Agustus
14418,2012-08-28,Fall,2012,8,22,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.54,0.0,20,196,216,Musim Gugur,Cerah,Agustus
14419,2012-08-28,Fall,2012,8,23,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.57,0.0,17,92,109,Musim Gugur,Cerah,Agustus
14420,2012-08-29,Fall,2012,8,0,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.69,0.0,8,39,47,Musim Gugur,Cerah,Agustus
14421,2012-08-29,Fall,2012,8,1,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.69,0.1343,2,12,14,Musim Gugur,Cerah,Agustus
14422,2012-08-29,Fall,2012,8,2,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5909,0.73,0.1343,2,4,6,Musim Gugur,Cerah,Agustus
14423,2012-08-29,Fall,2012,8,3,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5909,0.73,0.1045,0,9,9,Musim Gugur,Cerah,Agustus
14424,2012-08-29,Fall,2012,8,4,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.6,0.5909,0.73,0.2239,2,8,10,Musim Gugur,Cerah,Agustus
14425,2012-08-29,Fall,2012,8,5,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.6,0.5909,0.73,0.194,3,37,40,Musim Gugur,Cerah,Agustus
14426,2012-08-29,Fall,2012,8,6,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.6,0.5909,0.73,0.194,6,175,181,Musim Gugur,Cerah,Agustus
14427,2012-08-29,Fall,2012,8,7,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.65,0.0896,23,531,554,Musim Gugur,Cerah,Agustus
14428,2012-08-29,Fall,2012,8,8,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.61,0.1642,28,780,808,Musim Gugur,Cerah,Agustus
14429,2012-08-29,Fall,2012,8,9,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.51,0.194,40,308,348,Musim Gugur,Cerah,Agustus
14430,2012-08-29,Fall,2012,8,10,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.48,0.1642,34,144,178,Musim Gugur,Cerah,Agustus
14431,2012-08-29,Fall,2012,8,11,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6515,0.45,0.0,67,186,253,Musim Gugur,Cerah,Agustus
14432,2012-08-29,Fall,2012,8,12,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6818,0.4,0.0,79,281,360,Musim Gugur,Cerah,Agustus
14433,2012-08-29,Fall,2012,8,13,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.42,0.0,68,232,300,Musim Gugur,Cerah,Agustus
14434,2012-08-29,Fall,2012,8,14,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6818,0.4,0.0896,87,214,301,Musim Gugur,Cerah,Agustus
14435,2012-08-29,Fall,2012,8,15,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6818,0.4,0.194,96,242,338,Musim Gugur,Cerah,Agustus
14436,2012-08-29,Fall,2012,8,16,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6667,0.37,0.1343,104,389,493,Musim Gugur,Cerah,Agustus
14437,2012-08-29,Fall,2012,8,17,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.78,0.6818,0.35,0.2239,108,762,870,Musim Gugur,Cerah,Agustus
14438,2012-08-29,Fall,2012,8,18,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.42,0.1642,119,693,812,Musim Gugur,Cerah,Agustus
14439,2012-08-29,Fall,2012,8,19,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.54,0.194,120,523,643,Musim Gugur,Cerah,Agustus
14440,2012-08-29,Fall,2012,8,20,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.57,0.0,49,378,427,Musim Gugur,Cerah,Agustus
